Person:,Organization:
Yichong Xu,Carnegie Mellon University
 Hariank Muthakana,Carnegie Mellon University
 Sivaraman Balakrishnan,Carnegie Mellon University
 Aarti Singh,Carnegie Mellon University
 Artur Dubrawski,CMU
Xiao Zhang,University of Virginia
 Lingxiao Wang,University of Virginia
 Yaodong Yu,University of Virginia
 Quanquan Gu,University of Virginia--> UCLA
Karren Yang,Massachusetts Institute of Technology
 Abigail Katoff,MIT
 Caroline Uhler,Massachusetts Institute of Technology
LIWEI WU,"University of California, Davis"
 Cho-Jui Hsieh,"University of California, Davis"
 University of California James Sharpnack,"University of California, Davis"
Thanh Nguyen,Iowa State University
 Akshay Soni,Yahoo Research
 Chinmay Hegde,Iowa State University
Christian Walder,"Data61, the Australian National University"
 Dongwoo Kim,The Australian National University
Junhyuk Oh,University of Michigan
 Yijie Guo,University of Michigan
 Satinder Singh,University of Michigan
 Honglak Lee,Google / U. Michigan
Minhao Cheng,UC Davis
 Cho-Jui Hsieh,"University of California, Davis"
 Ian Davidson,UC Davis
Moein Falahatgar,UC San Diego
 Ayush Jain,UC San Diego
 Alon Orlitsky,UCSD
 Venkatadheeraj Pichapati,University of California San Diego
 Vaishakh Ravindrakumar,UC San Diego
Vignesh Ganapathiraman,University of Illinois at Chicago
 Zhan Shi,University of Illinois at Chicago
 Xinhua Zhang,University of Illinois at Chicago
 Yaoliang Yu,University of Waterloo
Jun Han,Dartmouth College
 Qiang Liu,UT Austin
Zhouyuan Huo,University of Pittsburgh
 Qian Yang,University of Pittsburgh
 Bin Gu,University of Pittsburgh
 Heng Huang,University of Pittsburgh
Furong Huang,University of Maryland College Park
 Jordan Ash,Princeton University
 John Langford,Microsoft Research
 Robert Schapire,Microsoft Research
Zhengping Che,University of Southern California
 Sanjay Purushotham,University of Southern California
 Max Guangyu Li,University of Southern California
 Bo Jiang,USC
 Yan Liu,University of Southern California
Hiroyuki Kasai,The University of Electro-Communications
 Hiroyuki Sato,Kyoto University
 Bamdev Mishra,Microsoft
Joseph Marino,Caltech
 Yisong Yue,Caltech
 Stephan Mandt,Disney Research
Zeyuan Allen-Zhu,Microsoft Research AI
 Sebastien Bubeck,Microsoft Research
 Yuanzhi Li,Princeton University
Dongwoo Kim,The Australian National University
 Christian Walder,"Data61, the Australian National University"
Corinna Cortes,Google Research
 Giulia DeSalvo,Google Research
 Claudio Gentile,INRIA and Google
 Mehryar Mohri,Courant Institute and Google Research
 Scott Yang,D. E. Shaw & Co.
Arthur Mensch,Inria Parietal
 Mathieu Blondel,NTT
Si Liu,Oregon State University
 Risheek Garrepalli,Oregon State University
 Alan Fern,Oregon State University
 Thomas Dietterich,(organization
 Dan Hendrycks,UC Berkeley
Eric Liang,"University of California, Berkeley"
 Richard Liaw,UC Berkeley
 Robert Nishihara,Unknown
 Philipp Moritz,UC Berkeley
 Roy Fox,UC Berkeley
 Ken Goldberg,UC Berkeley
 Joseph Gonzalez,UC Berkeley
 Michael Jordan,UC Berkeley
 Ion Stoica,UC Berkeley
Zachary Lipton,Carnegie Mellon University
 Yu-Xiang Wang,Amazon / UCSB
 Alexander Smola,Amazon
Robin Vogel,Télécom ParisTech
 Aurélien Bellet,INRIA
 Stéphan Clémençon,Télécom ParisTech
Patrick Schwab,ETH Zurich
 Emanuela Keller,University Hospital Zurich
 Carl Muroi,University Hospital Zurich
 David J. Mack,University Hospital Zurich
 Christian Strässle,University Hospital Zurich
 Walter Karlen,ETH Zurich
Siwei Wang,Tsinghua University
 Wei Chen,Microsoft
RUIYI ZHANG,Duke University
 Changyou Chen,SUNY at Buffalo
 Chunyuan Li,Duke University
 Lawrence Carin,Duke
Qihang Lin,Univ Iowa
 Runchao Ma,University of Iowa
 Tianbao Yang,The University of Iowa
Yeonwoo Jeong,Seoul National University
 Hyun Oh Song,Seoul National University
Mingzhang Yin,University of Texas at Austin
 Mingyuan Zhou,University of Texas at Austin
Zengfeng Huang,Fudan University
Yonathan Efroni,Technion
 Gal Dalal,
 Bruno Scherrer,INRIA
 Shie Mannor,Technion
Trieu H Trinh,Google Brain
 Andrew Dai,Google Brain
 Thang Luong,Google Brain
 Quoc Le,Google Brain
Marco Fraccaro,Technical University of Denmark
 Danilo J. Rezende,DeepMind
 Yori Zwols,DeepMind
 Alexander Pritzel,Deepmind
 S. M. Ali Eslami,DeepMind
 Fabio Viola,DeepMind
Andrew Cotter,Google
 Mahdi Milani Fard,Google
 Seungil You,Google
 Maya Gupta,Google
 Jeff Bilmes,UW
Lei Han,Tencent AI Lab
 Yiheng Huang,Tencent AI Lab
 Tong Zhang,Tecent AI Lab
Jonathan Schwarz,DeepMind
 Wojciech Czarnecki,DeepMind
 Jelena Luketina,The University of Oxford
 Agnieszka Grabska-Barwinska,DeepMind
 Yee Teh,DeepMind
 Razvan Pascanu,DeepMind
 Raia Hadsell,DeepMind
Mathurin MASSIAS,INRIA
 Joseph Salmon,Telecom ParisTech
 Alexandre Gramfort,Inria
Rachit Dubey,"University of California, Berkeley"
 Pulkit Agrawal,UC Berkeley
 Deepak Pathak,UC Berkeley
 Tom Griffiths,UC Berkeley
 Alexei Efros,UC Berkeley
Han Bao,The University of Tokyo
 Gang Niu,RIKEN
 Masashi Sugiyama,RIKEN / The University of Tokyo
Qingyun Sun,Stanford University
 Mengyuan Yan,Stanford University
 Stephen Boyd,Stanford university
Eric Wong,Carnegie Mellon University
 Zico Kolter,Carnegie Mellon University
Mirco Mutti,Politecnico di Milano
 Alberto Maria Metelli,Politecnico di Milano
 Marcello Restelli,Politecnico di Milano
Jonathan Uesato,DeepMind
 Brendan O'Donoghue,DeepMind
 Pushmeet Kohli,DeepMind
 Aäron van den Oord,Google Deepmind
Trefor Evans,University of Toronto
 Prasanth B Nair,University of Toronto
Amartya Sanyal,University of Oxford
 Matt Kusner,Alan Turing Institute
 Adria Gascon,The Alan Turing Institute / Warwick University
 Varun Kanade,University of Oxford
Lorenz Müller,ETH Zurich and University of Zurich
 Julien Martel,ETH Zurich
 Giacomo Indiveri,University of Zurich
Alon Cohen,Google Inc.
 Yishay Mansour,Google
 Tomer Koren,Google Brain
 Avinatan Hasidim,Google
 Nevena Lazic,Google
 Kunal Talwar,Google
Konstantin Mishchenko,King Abdullah University of Science & Technology (KAUST
 Franck Iutzeler,Univ. Grenoble Alpes
 Jérôme Malick,CNRS
 Massih-Reza Amini,Univ. Grenoble Alpes
Marko Mitrovic,Yale University
 Ehsan Kazemi,Yale
 Morteza Zadimoghaddam,Google
 Amin Karbasi,Yale
Ying WEI,Tencent AI Lab
 Yu Zhang,Hong Kong UST
 Junzhou Huang,University of Texas at Arlington / Tencent AI Lab
 Qiang Yang,Hong Kong UST
DeepMind Hyunjik Kim,"DeepMind, University of Oxford"
 Andriy Mnih,DeepMind
Yingzhen Li,University of Cambridge
 Stephan Mandt,Disney Research
Jiaxiang Wu,Tencent AI Lab
 Weidong Huang,Tencent
 Junzhou Huang,University of Texas at Arlington / Tencent AI Lab
 Tong Zhang,Tencent AI Lab
Eliya Nachmani,Facebook AI Research and Tel Aviv University
 Adam Polyak,Facebook AI Research and Tel Aviv University
 Yaniv Taigman,Facebook
 Lior Wolf,Facebook AI Research and Tel Aviv University
Cijo Jose,Idiap Research Institute
 Moustapha Cisse,Facebook AI Research
 Francois Fleuret,Idiap research institute
Cédric Colas,Inria
 Olivier Sigaud,Sorbonne University
 Pierre-Yves Oudeyer,Inria
Alp Yurtsever,EPFL
 Olivier Fercoq,
 Francesco Locatello,ETH Zurich - Max Planck Institute
 Volkan Cevher,EPFL
Valentin Khrulkov,Skolkovo Institute Of Science And Technology
 Ivan Oseledets,Skoltech
Danny Karmon,Bar Ilan University
 Daniel Zoran,DeepMind
 Yoav Goldberg,Bar Ilan University
Joan Serrà,"Telefónica Research, Barcelona"
 Didac Suris,Universitat Politecnica de Catalunya
 Marius Miron,Joint Research Centre of the European Commission
 Alexandros Karatzoglou,Telefonica
Mingyi Hong,University of Minnesota
 Meisam Razaviyayn,University of southern California
 Jason Lee,University of Southern California
Sung-Soo Ahn,KAIST
 Michael Chertkov,Los Alamos National Laboratory
 Adrian Weller,"University of Cambridge, Alan Turing Institute"
 Jinwoo Shin,KAIST
Ciwan Ceylan,RWTH
 Michael Gutmann,University of Edinburgh
Neil Rabinowitz,DeepMind
 Frank Perbet,DeepMind
 Francis Song,DeepMind
 Chiyuan Zhang,Google
 S. M. Ali Eslami,DeepMind
 Matthew Botvinick,DeepMind
Yichi Zhou,Tsinghua University
 Jun Zhu,Tsinghua University
 Jingwei Zhuo,Tsinghua University
Yunchen Pu,Duke
 Shuyang Dai,Duke University
 Zhe Gan,Duke University
 Weiyao Wang,Duke
 Guoyin Wang,Duke University
 Yizhe Zhang,Duke University
 Ricardo Henao,Duke University
 Lawrence Carin,Duke
Sima Behpour,University of Illinois at Chicago
 Rizal Zaini Ahmad Fathony,University of Illinois at Chicago
 Xinhua Zhang,University of Illinois at Chicago
 Brian Ziebart,University of Illinois at Chicago
Charlie Dickens,Alan Turing Institute & University of Warwick
 Graham Cormode,University of Warwick
 David Woodruff,Carnegie Mellon University
Suprovat Ghoshal,Indian Institute of Science
 Siddharth Barman,Indian Institute of Science
 Arnab Bhattacharyya,Indian Institute of Science
Christos Kaplanis,Imperial College London
 Murray Shanahan,Imperial College London
 Claudia Clopath,Imperial College London
Pan Xu,University of Virginia
 Tianhao Wang,University of Science and Technology of China
 Quanquan Gu,University of Virginia--> UCLA
Michael Tschannen,ETH Zurich
 Aran Khanna,Dolores Technologies
 Animashree Anandkumar,Caltech
Adrien Taylor,INRIA/ENS
 Bryan Van Scoy,University of Wisconsin--Madison
 Laurent Lessard,University of Wisconsin-Madison
Jianfei Chen,Tsinghua University
 Jun Zhu,Tsinghua University
 Le Song,Georgia Institute of Technology
Charu Sharma,Indian Institute of Technology Hyderabad
 Deepak Nathani,IIT Hyderabad
 Manu Kaul,IIT Hyderabad
Suraj Srinivas,Idiap
 Francois Fleuret,Idiap research institute
Yingce Xia,University of Science and Technology of China
 Xu Tan,Microsoft Research
 Fei Tian,Microsoft Research
 Tao Qin,Microsoft Research Asia
 Tie-Yan Liu,Microsoft
Orecchia Lorenzo,Boston
 Jelena Diakonikolas,Boston University
 Michael Cohen,
Lasse Espeholt,DeepMind
 Hubert Soyer,DeepMind
 Remi Munos,DeepMind
 Karen Simonyan,DeepMind
 Vlad Mnih,Google Deepmind
 Tom Ward,DeepMind
 Yotam Doron,DeepMind
 Vlad Firoiu,
 Tim Harley,DeepMind
 Iain Dunning,
 Shane Legg,DeepMind
 koray kavukcuoglu,DeepMind
Ghazal Fazelnia,Columbia University
 John Paisley,Columbia University
Elisa Celis,EPFL
 Vijay Keswani,EPFL
 Damian Straszak,EPFL
 Amit Jayant Deshpande,Microsoft Research
 Tarun Kathuria,UC Berkeley
 Nisheeth Vishnoi,EPFL
Eugenio Bargiacchi,Vrije Universiteit Brussel
 Timothy Verstraeten,Vrije Universiteit Brussel
 Diederik Roijers,VUB
 Ann Nowé,Vrije Universiteit Brussel
 Hado van Hasselt,DeepMind
Angelos Katharopoulos,Idiap
 Francois Fleuret,Idiap research institute
Martin Riedmiller,DeepMind
 Roland Hafner,DeepMind
 Thomas Lampe,DeepMind
 Jonas Degrave,Google
 Michael Neunert,Google DeepMind
 Jost Springenberg,DeepMind
Benjamin Paaßen,Bielefeld University
 Claudio Gallicchio,University of Pisa
 Alessio Micheli,Universita di Pisa
 CITEC Barbara Hammer,"CITEC, Bielefeld University"
Weihua Hu,The University of Tokyo
 Gang Niu,RIKEN
 Issei Sato,University of Tokyo / RIKEN
 Masashi Sugiyama,RIKEN / The University of Tokyo
Yangchen Pan,University of Alberta
 Amir-massoud Farahmand,Vector Institute
 Martha White,University of Alberta
 Saleh Nabi,
 Piyush Grover,Mitsubishi Electric Research Labs
 Daniel Nikovski,
He Zhao,"FIT, Monash University"
 Lan Du,"Faculty of Information Technology, Monash University"
 Wray Buntine,Monash University
 Mingyuan Zhou,University of Texas at Austin
Atsushi Nitanda,The University of Tokyo / RIKEN
 Taiji Suzuki,The University of Tokyo / RIKEN
Vincent Moens,Université catholique de Louvain
Hossein Esfandiari,Harvard University
 Silvio Lattanzi,Google Zurich
 Vahab Mirrokni,Google Research
Wojciech Czarnecki,DeepMind
 Siddhant Jayakumar,DeepMind
 Max Jaderberg,DeepMind
 Leonard Hasenclever,DeepMind
 Yee Teh,DeepMind
 Nicolas Heess,Google DeepMind
 Simon Osindero,DeepMind
 Razvan Pascanu,DeepMind
Tim Pearce,University of Cambridge
 Alexandra Brintrup,
 Mohamed Zaki,University of Cambridge
 Andy Neely,
Richard Zhang,"University of California, Berkeley"
 Salar Fattahi,UC Berkeley
 Somayeh Sojoudi,"University of California, Berkeley"
Marco Baity-Jesi,Columbia University
 Levent Sagun,ENS/CEA
 Mario Geiger,EPFL
 Stefano Spigler,
 Gerard Arous,
 Chiara Cammarota,King's College London
 Yann LeCun,New York University
 Matthieu Wyart,
 Giulio Biroli,
Emily Denton,New York University
 Rob Fergus,Facebook / NYU
Yaqing WANG,HKUST
 Quanming Yao,4Paradigm
 James Kwok,Hong Kong University of Science and Technology
 Lionel NI,University of Macau
Oleksandr Shchur,Technical University of Munich
 Daniel Zügner,Technical University of Munich
 Aleksandar Bojchevski,Technical University of Munich
 Stephan Günnemann,Technical University of Munich
Adam Santoro,DeepMind
 Feilx Hill,Deepmind
 David GT Barrett,DeepMind
 Ari S Morcos,DeepMind
 Timothy Lillicrap,Google DeepMind
Noble Kennamer,"University of California, Irvine"
 Alexander Ihler,UC Irvine
 University of California David Kirkby,"University of California, Irvine"
 University of California Francisco Javier Sanchez-Lopez,"University of California, Irvine"
Yao Ma,Boston University
 Alexander Olshevsky,
 Csaba Szepesvari,Deepmind
 Venkatesh Saligrama,Boston University
Ben Krause,University of Edinburgh
 Emmanuel Kahembwe,Edinburgh University
 Iain Murray,University of Edinburgh
 Steve Renals,University of Edinburgh
Aäron van den Oord,Google Deepmind
 Yazhe Li,Deepmind
 Igor Babuschkin,
 Karen Simonyan,DeepMind
 Oriol Vinyals,DeepMind
 koray kavukcuoglu,DeepMind
 George van den Driessche,DeepMind
 Edward Lockhart,
 Luis C Cobo,DeepMind
 Florian Stimberg,
 Norman Casagrande,DeepMind
 Dominik Grewe,
 Seb Noury,DeepMind
 Sander Dieleman,DeepMind
 Erich Elsen,
 Nal Kalchbrenner,DeepMind
 Heiga Zen,
 Alex Graves,DeepMind
 Helen King,DeepMind
 Tom Walters,
 Dan Belov,Google
 Demis Hassabis,Deepmind
Alexandre Garcia,Telecom Paristech
 Telecom-ParisTech Chloé Clavel,"Telecom-ParisTech, Paris, France"
 Slim Essid,Telecom ParisTech
 Florence d'Alche-Buc,"Télécom ParisTech, Université Paris-Saclay,Paris, France"
Dino Oglic,University of Bonn
 Thomas Gaertner,The University of Nottingham
Haihao Lu,MIT
 Robert Freund,MIT
 Vahab Mirrokni,Google Research
Yoonho Lee,Pohang University of Science and Techonology
 Seungjin Choi,POSTECH
Abhinav Verma,Rice University
 Vijayaraghavan Murali,Rice University
 Rishabh Singh,Google Brain
 Pushmeet Kohli,DeepMind
 Swarat Chaudhuri,Rice University
Hang Wu,Georgia Institute of Technology
 May Wang,Georgia Institute of Technology
Ganggang Xu,SUNY-Binghamton University
 Zuofeng Shang,Indiana University–Purdue University Indianapolis
 Guang Cheng,Purdue University
Jan-Hendrik Lange,Max Planck Institute for Informatics
 Andreas Karrenbauer,Max Planck Institute for Informatics
 Bjoern Andres,MPI for Informatics
Aaditya Ramdas,UC Berkeley
 Tijana Zrnic,"University of California, Berkeley"
 Martin Wainwright,University of California at Berkeley
 Michael Jordan,UC Berkeley
Han Cai,Shanghai Jiao Tong University
 Jiacheng Yang,Shanghai Jiao Tong University
 Weinan Zhang,Shanghai Jiao Tong University
 Song Han,MIT
 Yong Yu,Shanghai Jiao Tong University
Marco Lorenzi,Inria Sophia Antipolis
 Maurizio Filippone,Eurecom
Mohammad Mehrabi,Sharif University of Technology
 Aslan Tchamkerten,Telecom ParisTech
 MANSOOR I YOUSEFI,Telecom ParisTech
Hideaki Imamura,The University of Tokyo
 Issei Sato,University of Tokyo / RIKEN
 Masashi Sugiyama,RIKEN / The University of Tokyo
Ciara Pike-Burke,Lancaster University
 Csaba Szepesvari,Deepmind/University of Alberta
 Shipra Agrawal,Columbia University
 Steffen Grünewälder,Lancaster University
Martin Jankowiak,Uber AI Labs
 Fritz Obermeyer,Uber AI Labs
Dilin Wang,UT Austin
 Zhe Zeng,Zhejiang University
 Qiang Liu,UT Austin
Shuai Zheng,Hong Kong University of Science and Technology
 James Kwok,Hong Kong University of Science and Technology
Wissam Siblini,Orange Labs
 Frank Meyer,Orange Labs Lannion
 Pascale Kuntz,LS2N
Anish Athalye,MIT CSAIL
 Nicholas Carlini,"University of California, Berkeley"
 David Wagner,UC Berkeley
Brandon Reagen,Harvard University
 Udit Gupta,Harvard University
 Bob Adolf,Harvard University
 Michael Mitzenmacher,Harvard University
 Alexander Rush,Harvard University
 Gu-Yeon Wei,
 David Brooks,Harvard University
Junru Wu,Texas A&M University
 Yue Wang,Rice University
 Zhangyang Wang,Texas A&M University
 Ashok Veeraraghavan,Rice University
 Yingyan Lin,
Alvaro Sanchez,DeepMind
 Nicolas Heess,Google DeepMind
 Jost Springenberg,DeepMind
 Josh Merel,DeepMind
 Raia Hadsell,DeepMind
 Martin Riedmiller,DeepMind
 Peter Battaglia,DeepMind
Maithra Raghu,Google Brain / Cornell University
 Alexander Irpan,Google
 Jacob Andreas,UC Berkeley
 Bobby Kleinberg,Cornell
 Quoc Le,Google Brain
 Jon Kleinberg,Cornell University
Matt Bonakdarpour,University of Chicago
 Sabyasachi Chatterjee,Sabyasachi Chatterjee
 Rina Barber,
 John Lafferty,Yale University
Dongruo Zhou,University of Virginia
 Pan Xu,University of Virginia
 Quanquan Gu,University of Virginia--> UCLA
Mark McLeod,University of Oxford
 Stephen Roberts,University of Oxford
 Michael A Osborne,U Oxford
Xuhong LI,CNRS/UTC Heudiasyc
 Yves Grandvalet,CNRS/UTC
 Franck Davoine,"CNRS, Université de technologie de Compiègne"
Ahmed M. Alaa Ibrahim,UCLA
 M van der Schaar,UCLA
Scott Fujimoto,McGill University
 Herke van Hoof,McGill University
 David Meger,McGill University
Francesco Locatello,MPI - ETH
 Anant Raj,Max-Planck Institute for Intelligent Systems
 Sai Praneeth Reddy Karimireddy,EPFL
 Gunnar Raetsch,ETH Zurich
 Bernhard Schölkopf,"MPI for Intelligent Systems Tübingen, Germany"
 Sebastian Stich,EPFL
 Martin Jaggi,EPFL
Zebang Shen,Zhejiang University
 Aryan Mokhtari,MIT
 Hui Qian,Zhejiang University
 Peilin Zhao,"Artificial Intelligence Department, Ant ​Financial"
 Tengfei Zhou,Zhejiang University
ChangYong Oh,University of Amsterdam
 Efstratios Gavves,University of Amsterdam
 Max Welling,University of Amsterdam
Kejun Huang,University of Minnesota
 Xiao Fu,Oregon State University
 Nicholas Sidiropoulos,University of Virginia
Bowei Yan,University of Texas at Austin
 Oluwasanmi Koyejo,University of Illinois at Urbana-Champaign
 Kai Zhong,University of Texas at Austin
 Pradeep Ravikumar,Carnegie Mellon University
Arthur Guez,Google DeepMind
 Theophane Weber,DeepMind
 Ioannis Antonoglou,Deepmind
 Karen Simonyan,DeepMind
 Oriol Vinyals,DeepMind
 Daan Wierstra,Google DeepMind
 Remi Munos,DeepMind
 David Silver,Google DeepMind
Thomas LUCAS,Inria
 Corentin Tallec,INRIA
 Yann Ollivier,Facebook Artificial Intelligence Research
 Jakob Verbeek,INRIA
Piotr Bojanowski,Facebook
 Armand Joulin,Facebook
 David Lopez-Paz,Facebook AI Research
 Arthur Szlam,Facebook
Simon Olofsson,Imperial College London
 Ruth Misener,Imperial College London
 Marc P Deisenroth,Imperial College London and PROWLER.io
SHIYU LIANG,UIUC
 Ruoyu Sun,University of Illinois at Urbana-Champaign
 Yixuan Li,Facebook Inc
 R Srikant,UIUC
Flavio Chierichetti,Sapienza University
 Ravi Kumar,Google
 Andrew Tomkins,Google
Takafumi Kajihara,NEC
 Keisuke Yamazaki,National Institute of Advanced Industrial Science and Technology
 Motonobu Kanagawa,Max Planck Institute for Intelligent Systems
 Kenji Fukumizu,Institute of Statistical Mathematics
Louis Filstroff,"CNRS, Toulouse"
 Alberto Lumbreras,CNRS - IRIT
 Cedric Fevotte,CNRS
Seth V Neel,University of Pennsylvania
 Michael Kearns,University of Pennsylvania
 Aaron Roth,University of Pennsylvania
 Zhiwei Wu,
Dane Corneil,EPFL
 Wulfram Gerstner,EPFL
 Johanni Brea,EPFL
Milad Hashemi,Google
 Kevin Swersky,Google Brain
 Jamie Smith,Google
 Grant Ayers,Stanford
 Heiner Litz,UC Santa Cruz
 Jichuan Chang,Google
 Christos Kozyrakis,Stanford University
 Parthasarathy Ranganathan,"Google, USA"
Nina Balcan,Carnegie Mellon University
 Travis Dick,CMU
 Tuomas Sandholm,Carnegie Mellon University
 Ellen Vitercik,Carnegie Mellon University
Borja de Balle Pigem,Amazon Research
 Yu-Xiang Wang,Amazon / UCSB
Timothee Lacroix,Facebook
 Nicolas Usunier,Facebook AI Research
 Guillaume R Obozinski,Ecole des Ponts - ParisTech
Hieu Pham,Carnegie Mellon University
 Melody Guan,Stanford University
 Barret Zoph,Google
 Quoc Le,Google Brain
 Jeff Dean,Google Brain
Luca Franceschi,Istituto Italiano di Tecnologia - University College London
 Paolo Frasconi,University of Florence
 Saverio Salzo,Istituto Italiano di Tecnologia
 Riccardo Grazzi,Istituto Italiano di Tecnologia
 Massimiliano Pontil,University College London
Amirali Aghazadeh,Stanford University
 Ryan Spring,Rice University
 Gautam Dasarathy,Rice University
 Anshumali Shrivastava,Rice University
 Richard Baraniuk,OpenStax / Rice University
Guodong Zhang,University of Toronto
 Shengyang Sun,University of Toronto
 David Duvenaud,University of Toronto
 Roger Grosse,University of Toronto and Vector Institute
Suman Ravuri,DeepMind
 Shakir Mohamed,DeepMind
 Mihaela Rosca,DeepMind
 Oriol Vinyals,DeepMind
Samuel Ritter,DeepMind
 Jane Wang,DeepMind
 Siddhant Jayakumar,DeepMind
 Zeb Kurth-Nelson,DeepMind
 Charles Blundell,DeepMind
 Razvan Pascanu,DeepMind
 Matthew Botvinick,DeepMind
Marta Garnelo,DeepMind
 Dan Rosenbaum,DeepMind
 Chris Maddison,"Oxford, DeepMind"
 Tiago Ramalho,DeepMind
 David Saxton,DeepMind
 Murray Shanahan,DeepMind / Imperial College London
 Yee Teh,DeepMind
 Danilo J. Rezende,DeepMind
 S. M. Ali Eslami,DeepMind
Robert Ganian,TU Wien
 DePaul Iyad Kanj,"DePaul University, Chicago"
 Sebastian Ordyniak,University of Sheffield
 Stefan Szeider,TU Wien
Marine LE MORVAN,Mines Paristech
 Jean-Philippe Vert,ENS Paris
Elliot Meyerson,UT Austin - Sentient Technologies
 Risto Miikkulainen,UT Austin - Sentient Technologies
Denis Yarats,Facebook AI Research
 Mike Lewis,Facebook
Changyou Chen,SUNY at Buffalo
 Chunyuan Li,Duke University
 Liquan Chen,Duke University
 Wenlin Wang,Duke University
 Yunchen Pu,Duke
 Lawrence Carin,Duke
Di Chen,Cornell University
 Yexiang Xue,Cornell University
 Carla Gomes,Cornell University
Ondrej Bajgar,IBM Watson
 Rudolf Kadlec,IBM Watson
 Jan Kleindienst,IBM Watson
Mohammad Emtiyaz Khan,RIKEN
 Voot Tangkaratt,RIKEN AIP
 Didrik Nielsen,RIKEN
 Wu Lin,University of British Columbia
 Yarin Gal,University of OXford
 Zuozhu Liu,SUTD
 Akash Srivastava,University of Edinburgh
Stefan Depeweg,TU Munich
 Jose Hernandez-Lobato,University of Cambridge
 Finale Doshi-Velez,Harvard University
 Steffen Udluft,Siemens AG
Gellért Weisz,DeepMind
 Andras Gyorgy,DeepMind
 Csaba Szepesvari,Deepmind
Rajat Sen,University of Texas at Austin
 kirthevasan kandasamy,CMU
 Sanjay Shakkottai,University of Texas at Austin
Aurelien Lucchi,ETH Zurich
 Hadi Daneshmand,ETH Zurich
 Jonas Kohler,ETH Zurich
 Thomas Hofmann,ETH Zurich
Jakob Foerster,University of Oxford
 Gregory Farquhar,University of Oxford
 Maruan Al-Shedivat,Carnegie Mellon University
 Tim Rocktäschel,University of Oxford
 Eric Xing,Carnegie Mellon University
 Shimon Whiteson,University of Oxford
Jake Zhao,NYU / Facebook AI Research
 Yoon Kim,Harvard University
 Kelly Zhang,New York University
 Alexander Rush,Harvard University
 Yann LeCun,New York University
Giacomo Boracchi,Politecnico di Milano
 Diego Carrera,Politecnico di Milano
 Cristiano Cervellera,National Research Council
 Danilo Macciò,
Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC
 Zhuoran Yang,Princeton University
 Han Liu,Northwestern
 Tong Zhang,Tecent AI Lab
 Tamer Basar,
Akshay Krishnamurthy,UMass
 Zhiwei Wu,
 Vasilis Syrgkanis,Microsoft Research
David Abel,Brown University
 Yuu Jinnai,Brown University
 Sophie Guo,Guo
 George Konidaris,Brown
 Michael L. Littman,Brown University
Quynh Nguyen,Saarland University
 Mahesh Mukkamala,Saarland University
 Matthias Hein,University of Tuebingen
Arash Vahdat,D-Wave Systems Inc.
 William Macready,
 Zhengbing Bian,"Quadrant.ai, D-Wave Systems Inc."
 Amir Khoshaman,
Gintare Karolina Dziugaite,University of Cambridge
 Daniel Roy,Univ of Toronto | Toronto
Wilson Ye Chen,University of Technology Sydney
 Lester Mackey,Microsoft Research
 Jackson Gorham,STANFORD
 Francois-Xavier Briol,University of Warwick
 Chris J Oates,Newcastle University
Gail Weiss,Technion
 Yoav Goldberg,Bar Ilan University
 Eran Yahav,Technion
Markus Heinonen,Aalto University
 Cagatay Yildiz,Aalto University
 Henrik Mannerström,Aalto University
 Jukka Intosalmi,Aalto University
 Harri Lähdesmäki,Aalto University
Jilles Dibangoye,INRIA
 Olivier Buffet,INRIA
Weili Nie,Rice University
 Yang Zhang,Rice University
 Baylor Ankit Patel,"Baylor College of Medicine, Rice University"
Ramina Ghods,Cornell University
 Andrew Lan,Princeton University
 Tom Goldstein,University of Maryland
 Christoph Studer,Cornell University
RJ Skerry-Ryan,"Google, Inc."
 Eric Battenberg,
 Ying Xiao,Google Inc
 Yuxuan Wang,Google
 Daisy Stanton,
 Joel Shor,Google
 Ron Weiss,Google Brain
 Robert Clark,Google UK
 Rif Saurous,
Mario Srouji,Carnegie Mellon University
 Jian Zhang,Apple Inc.
 Ruslan Salakhutdinov,Carnegie Mellen University
Koulik Khamaru,University Of California Berkeley
 Martin Wainwright,University of California at Berkeley
Ting Chen,UCLA
 Martin Min,NEC Laboratories America
 Yizhou Sun,UCLA
Praneeth Narayanamurthy,Iowa State University
 Iowa Namrata Vaswani,"Iowa State University, USA"
Judy Hoffman,UC Berkeley
 Eric Tzeng,UC Berkeley
 Taesung Park,UC Berkeley
 Jun-Yan Zhu,MIT
 Philip Isola,UC Berkeley
 Kate Saenko,Boston University
 Alexei Efros,UC Berkeley
 Trevor Darrell,University of California at Berkeley
Carlos Florensa,UC Berkeley
 David Held,Carnegie Mellon University
 Xinyang Geng,UC Berkeley
 Pieter Abbeel,OpenAI / UC Berkeley
Alexander Buchholz,ENSAE-CREST Paris
 Florian Wenzel,University of Kaiserslautern
 Stephan Mandt,Disney Research
Chris De Sa,Cornell
 Christopher Re,Stanford
 Frederic Sala,Stanford
Hoang M Le,Caltech
 Nan Jiang,Microsoft Research
 Alekh Agarwal,Microsoft Research
 Miroslav Dudik,Microsoft Research
 Yisong Yue,Caltech
 Hal Daume,Microsoft Research
 Nan Jiang,Microsoft Research
Randall Balestriero,Rice University
 Romain Cosentino,Rice University
 Herve Glotin,Universite de Toulon
