authors,titles,hrefs
Zhilin Yang · Saizheng Zhang · Jack Urbanek · Will   Feng · Alexander Miller · Arthur   Szlam · Douwe   Kiela · Jason Weston,Mastering the Dungeon: Grounded Language Learning by Mechanical Turker Descent,https://openreview.net/forum?id=SJ-C6JbRW
William Fedus · Mihaela Rosca · Balaji   Lakshminarayanan · Andrew Dai · Shakir   Mohamed · Ian Goodfellow,Many Paths to Equilibrium: GANs Do Not Need to Decrease a Divergence At Every Step,https://openreview.net/forum?id=ByQpn1ZA-
gonzalo mena · David Belanger · Scott Linderman · Jasper Snoek,Learning Latent Permutations with Gumbel-Sinkhorn Networks,https://openreview.net/forum?id=Byt3oJ-0W
Corentin Tallec · Yann Ollivier,Can recurrent neural networks warp time?,https://openreview.net/forum?id=SJcKhk-Ab
H. Brendan McMahan · Daniel Ramage · Kunal   Talwar · Li   Zhang,Learning Differentially Private Recurrent Language Models,https://openreview.net/forum?id=BJ0hF1Z0b
Aleksandar Bojchevski · Stephan Günnemann,Deep Gaussian Embedding of Graphs: Unsupervised Inductive Learning via Ranking,https://openreview.net/forum?id=r1ZdKJ-0W
Rémi Leblond · Jean-Baptiste   Alayrac · Anton Osokin · Simon Lacoste-Julien,SEARNN: Training RNNs with global-local losses,https://openreview.net/forum?id=HkUR_y-RZ
Yang Fan · Fei Tian · Tao Qin · Tie-Yan   Liu,Learning to Teach,https://openreview.net/forum?id=HJewuJWCZ
Ozan Sener · Silvio   Savarese,Active Learning for Convolutional Neural Networks: A Core-Set Approach,https://openreview.net/forum?id=H1aIuk-RW
Feiwen Zhu · Jeff Pool · Michael   Andersch · Jeremy   Appleyard · Fung Xie,Sparse Persistent RNNs: Squeezing Large Recurrent Networks On-Chip,https://openreview.net/forum?id=HkxF5RgC-
Asit Mishra · Eriko   Nurvitadhi · Jeffrey J Cook · Debbie   Marr,WRPN: Wide Reduced-Precision Networks,https://openreview.net/forum?id=B1ZvaaeAZ
Wei Ping · Kainan   Peng · Andrew   Gibiansky · Sercan Arik · Ajay   Kannan · SHARAN NARANG · Jonathan   Raiman · John Miller,Deep Voice 3: Scaling Text-to-Speech with Convolutional Sequence Learning,https://openreview.net/forum?id=HJtEm4p6Z
Takeru Miyato · Toshiki Kataoka · Masanori Koyama · Yuichi Yoshida,Spectral Normalization for Generative Adversarial Networks,https://openreview.net/forum?id=B1QRgziT-
Forough   Arabshahi · Sameer Singh · anima anandkumar,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs,https://openreview.net/forum?id=Hksj2WWAW
Sebastian Nowozin,Debiasing Evidence Approximations: On Importance-weighted Autoencoders and Jackknife Variational Inference,https://openreview.net/forum?id=HyZoi-WRb
Chunyuan Li · Heerad   Farkhoor · Ruoqian Liu · Jason   Yosinski,Measuring the Intrinsic Dimension of Objective Landscapes,https://openreview.net/forum?id=ryup8-WCW
Azalia Mirhoseini · Anna Goldie · Hieu Pham · Benoit   Steiner · Quoc V Le · Jeff Dean,A Hierarchical Model for Device Placement,https://openreview.net/forum?id=Hkc-TeZ0W
Manuel Molano-Mazon · Arno Onken · Eugenio Piasini · Stefano Panzeri,Synthesizing realistic neural population activity patterns using Generative Adversarial Networks,https://openreview.net/forum?id=r1VVsebAZ
Jie Chen · Tengfei Ma · Cao Xiao,FastGCN: Fast Learning with Graph Convolutional Networks via Importance Sampling,https://openreview.net/forum?id=rytstxWAW
Aman Sinha · Hong Namkoong · John   Duchi,Certifying Some Distributional Robustness with Principled Adversarial Training,https://openreview.net/forum?id=Hk6kPgZA-
Justin   Fu · Katie   Luo · Sergey Levine,Learning Robust Rewards with Adverserial Inverse Reinforcement Learning,https://openreview.net/forum?id=rkHywl-A-
Kevin Frans · Jonathan   Ho ·   · Pieter Abbeel · John   Schulman,META LEARNING SHARED HIERARCHIES,https://openreview.net/forum?id=SyX0IeWAW
R Devon Hjelm · Athul P Jacob · Adam   Trischler · Tong Che · Kyunghyun Cho · Yoshua Bengio,Boundary Seeking GANs,https://openreview.net/forum?id=rkTS8lZAb
Jinsung Yoon · James   Jordan · Mihaela v Schaar,GANITE: Estimation of Individualized Treatment Effects using Generative Adversarial Nets,https://openreview.net/forum?id=ByKWUeWA-
Florian Tramer · Alexey   Kurakin · Nicolas Papernot · Ian Goodfellow · Dan   Boneh · Patrick   McDaniel,Ensemble Adversarial Training: Attacks and Defenses,https://openreview.net/forum?id=rkZvSe-RZ
Murat Kocaoglu · Christopher Snyder · Alexandros Dimakis · Sriram   Vishwanath,CausalGAN: Learning Causal Implicit Generative Models with Adversarial Training,https://openreview.net/forum?id=BJE-4xW0W
Tanmay Gangwani · Jian   Peng,Policy Optimization by Genetic Distillation ,https://openreview.net/forum?id=ByOnmlWC-
Mohammad Babaeizadeh · Chelsea Finn · Dumitru Erhan · Roy H Campbell · Sergey Levine,Stochastic Variational Video Prediction,https://openreview.net/forum?id=rk49Mg-CW
Yang Song · Taesup Kim · Sebastian Nowozin · Stefano Ermon · Nate Kushman,PixelDefend: Leveraging Generative Models to Understand and Defend against Adversarial Examples,https://openreview.net/forum?id=rJUYGxbCW
Kevin Feigelis · Blue Sheffer · Daniel L Yamins,Modular Continual Learning in a Unified Visual Environment,https://openreview.net/forum?id=rkPLzgZAZ
Ofir Nachum · Mohammad Norouzi · Kelvin Xu · Dale Schuurmans,Trust-PCL: An Off-Policy Trust Region Method for Continuous Control,https://openreview.net/forum?id=HyrCWeWCb
Maruan Al-Shedivat · Trapit Bansal · Yuri Burda · Ilya Sutskever · Igor Mordatch · Pieter Abbeel,Continuous Adaptation via Meta-Learning in Nonstationary and Competitive Environments,https://openreview.net/forum?id=Sk2u1g-0-
Hongyi Zhang · Moustapha   Cisse · Yann N Dauphin · David Lopez-Paz,mixup: Beyond Empirical Risk Minimization,https://openreview.net/forum?id=r1Ddp1-Rb
Chelsea Finn · Sergey Levine,Meta-Learning and Universality: Deep Representations and Gradient Descent can Approximate any Learning Algorithm,https://openreview.net/forum?id=HyjC5yWCW
Scott   Reed · Yutian Chen · Thomas Paine · Aaron v den · S. M. Ali Eslami · Danilo J Rezende · Oriol Vinyals · Nando d Freitas,Few-shot Autoregressive Density Estimation: Towards Learning to Learn Distributions,https://openreview.net/forum?id=r1wEFyWCW
Alexander Trott · Caiming Xiong ·  ,Interpretable Counting for Visual Question Answering,https://openreview.net/forum?id=S1J2ZyZ0Z
Da Xiao · Jo-Yu Liao · Xingyuan Yuan,Improving the Universality and Learnability of Neural Programmer-Interpreters with Combinator Abstraction,https://openreview.net/forum?id=rJlMAAeC-
Viet Cuong Nguyen · Yingzhen Li · Thang Bui · Richard E Turner,Variational Continual Learning,https://openreview.net/forum?id=BkQqq0gRb
LU HOU · James Kwok,Loss-aware Weight Quantization of Deep Networks,https://openreview.net/forum?id=BkrSv0lA-
Dani   Yogatama · yishu   miao · Gábor Melis · Wang   Ling · Adhiguna Kuncoro · Chris Dyer · Phil   Blunsom,Memory Architectures in Recurrent Neural Network Language Models,https://openreview.net/forum?id=SkFqf0lAZ
Chung-Cheng Chiu · Colin Raffel,Monotonic Chunkwise Attention,https://openreview.net/forum?id=Hko85plCW
Gábor Melis · Chris Dyer · Phil   Blunsom,On the State of the Art of Evaluation in Neural Language Models,https://openreview.net/forum?id=ByJHuTgA-
Elad Hoffer · Itay Hubara · Daniel Soudry,Fix your classifier: the marginal value of training the last weight layer,https://openreview.net/forum?id=S1Dh8Tg0-
Yaniv Taigman · Lior Wolf · Adam Polyak · Eliya Nachmani,VoiceLoop: Voice Fitting and Synthesis via a Phonological Loop,https://openreview.net/forum?id=SkFAWax0-
Christos Louizos · Max Welling · Diederik Kingma,Learning Sparse Neural Networks through L_0 Regularization,https://openreview.net/forum?id=H1Y8hhg0b
Hippolyt Ritter · Aleksandar   Botev · David Barber,A Scalable Laplace Approximation for Neural Networks,https://openreview.net/forum?id=Skdvd2xAZ
Kimin Lee · Honglak Lee · Kibok Lee · Jinwoo   Shin,Training Confidence-calibrated Classifiers for Detecting Out-of-Distribution Samples,https://openreview.net/forum?id=ryiAv2xAZ
Yedid Hoshen · Lior Wolf,Identifying Analogies Across Domains,https://openreview.net/forum?id=BkN_r2lR-
Spyros Gidaris · Praveer Singh · Nikos Komodakis,Unsupervised Representation Learning by Predicting Image Rotations,https://openreview.net/forum?id=S1v4N2l0-
Ari Morcos · David GT Barrett · Neil C Rabinowitz · Matthew   Botvinick,On the importance of single directions for generalization,https://openreview.net/forum?id=r1iuQjxCZ
Tao Shen · Tianyi Zhou · Guodong Long ·   · Chengqi Zhang,Bi-Directional Block Self-Attention for Fast and Memory-Efficient Sequence Modeling,https://openreview.net/forum?id=H1cWzoxA-
Chen Xu · Jianqiang Yao · Zhouchen Lin · Baigui Sun · Yuanbin Cao · Zhirong   Wang · Hongbin   Zha,Alternating Multi-bit Quantization for Recurrent Neural Networks,https://openreview.net/forum?id=S19dR9x0b
Alon Brutzkus · Amir   Globerson · Eran Malach · Shai   Shalev-Shwartz,SGD Learns Over-parameterized Networks that Provably Generalize on Linearly Separable Data,https://openreview.net/forum?id=rJ33wwxRb
Nadav Cohen · Ronen Tamari · Amnon Shashua,Boosting Dilated Convolutional Networks with Mixed Tensor Decompositions,https://openreview.net/forum?id=S1JHhv6TW
Guillaume Lample ·   · Marc'Aurelio Ranzato ·   · Hervé Jégou,Word translation without parallel data,https://openreview.net/forum?id=H196sainb
Victor Garcia Satorras · Joan   Bruna,Few-Shot Learning with Graph Neural Networks,https://openreview.net/forum?id=BJj6qGbRW
Peter OConnor · Efstratios Gavves · Matthias   Reisser · Max Welling,Temporally Efficient Deep Learning with Spikes,https://openreview.net/forum?id=HkZy-bW0-
Pratik A Chaudhari · Stefano   Soatto,"Stochastic gradient descent performs variational inference, converges to limit cycles for deep networks",https://openreview.net/forum?id=HyWrIgW0W
Raman Arora · Amitabh Basu · Poorya Mianjy · Anirbit Mukherjee,Understanding Deep Neural Networks with Rectified Linear Units,https://openreview.net/forum?id=B1J_rgWRW
Zhiting Hu ·   ·   · Eric P Xing,On Unifying Deep Generative Models,https://openreview.net/forum?id=rylSzl-R-
Shankar Krishnan · Ying Xiao · Rif A. Saurous,Neumann Optimizer: A Practical Optimization Algorithm for Deep Neural Networks,https://openreview.net/forum?id=rkLyJl-0-
Ilya Tolstikhin · Olivier Bousquet · Sylvain Gelly · Bernhard   Schoelkopf,Wasserstein Auto-Encoders,https://openreview.net/forum?id=HkL7n1-0b
Voot Tangkaratt ·   · Masashi Sugiyama,Guide Actor-Critic for Continuous Control,https://openreview.net/forum?id=BJk59JZ0b
Artemij Amiranashvili · Alexey Dosovitskiy · Vladlen Koltun · Thomas   Brox,TD or not TD: Analyzing the Role of Temporal Differencing in Deep Reinforcement Learning,https://openreview.net/forum?id=HyiAuyb0b
Emilio Parisotto ·  , Neural Map: Structured Memory for Deep Reinforcement Learning,https://openreview.net/forum?id=Bk9zbyZCZ
Marlos C. Machado · Clemens Rosenbaum · Xiaoxiao   Guo · Miao Liu · Gerald Tesauro · Murray Campbell,Eigenoption Discovery through the Deep Successor Representation,https://openreview.net/forum?id=Bk8ZcAxR-
Tero Karras · Timo Aila · Samuli   Laine · Jaakko Lehtinen,"Progressive Growing of GANs for Improved Quality, Stability, and Variation",https://openreview.net/forum?id=Hk99zCeAb
Nishal Shah · Sasidhar   Madugula · E.J. Chichilnisky · Yoram Singer · Jonathon Shlens,Learning a neural response metric for retinal prosthesis,https://openreview.net/forum?id=HJhIM0xAW
Geoff W French · Michal Mackiewicz · Mark   Fisher,Self-ensembling for visual domain adaptation,https://openreview.net/forum?id=rkpoTaxA-
Aayush Bansal · Yaser   Sheikh · Deva   Ramanan,PixelNN: Example-based Image Synthesis,https://openreview.net/forum?id=Syhr6pxCW
Kris Cao · Angeliki Lazaridou · Marc   Lanctot · Joel Z Leibo · Karl Tuyls · Stephen Clark,Emergent Communication through Negotiation,https://openreview.net/forum?id=Hk6WhagRW
Katrina Evtimova · Andrew Drozdov · Douwe   Kiela · Kyunghyun Cho,"Emergent Communication in a Multi-Modal, Multi-Step Referential Game",https://openreview.net/forum?id=rJGZq6g0-
Abhay Kumar Yadav · Sohil Shah · Zheng Xu · David   Jacobs · Tom   Goldstein,Stabilizing Adversarial Nets with Prediction Methods,https://openreview.net/forum?id=Skj8Kag0Z
Miltiadis Allamanis · Marc Brockschmidt · Mahmoud Khademi,Learning to Represent Programs with Graphs,https://openreview.net/forum?id=BJOFETxR-
Takeru Miyato · Masanori Koyama,cGANs with Projection Discriminator,https://openreview.net/forum?id=ByS1VpgRZ
Shanmukha Ramakrishna Vedantam · Ian Fischer · Jonathan   Huang · Kevin P Murphy,Generative Models of Visually Grounded Imagination,https://openreview.net/forum?id=HkCsm6lRb
Yunjae Lee · Kyunghyun Cho · Jason Weston · Douwe   Kiela,Emergent Translation in Multi-Agent Communication,https://openreview.net/forum?id=H1vEXaxA-
Pietro Morerio · Jacopo Cavazza · Vittorio Murino,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation,https://openreview.net/forum?id=rJWechg0Z
Bojian Yin · Marleen Balvert · Davide   Zambrano · Alexander Schoenhuth · Sander Bohte,An image representation based convolutional network for DNA classification,https://openreview.net/forum?id=HJvvRoe0W
Xu He · Herbert   Jaeger,Overcoming Catastrophic Interference using Conceptor-Aided Backpropagation,https://openreview.net/forum?id=B1al7jg0b
Jinsung Yoon · William R Zame · Mihaela v Schaar,Deep Sensing: Active Sensing using Multi-directional Recurrent Neural Networks,https://openreview.net/forum?id=r1SnX5xCb
Jiatao Gu · James Bradbury · Caiming Xiong · Victor OK Li ·  ,Non-Autoregressive Neural Machine Translation,https://openreview.net/forum?id=B1l8BtlCb
Raphael Shu · Hideki Nakayama,Compressing Word Embeddings via Deep Compositional Code Learning,https://openreview.net/forum?id=BJRZzFlRb
Christopher Cueva · Xue-Xin Wei,Emergence of grid-like representations by training recurrent neural networks to perform spatial localization,https://openreview.net/forum?id=B17JTOe0-
Hsin-Yuan Huang · Chenguang Zhu ·   · Weizhu   Chen,FusionNet: Fusing via Fully-aware Attention with Application to Machine Comprehension,https://openreview.net/forum?id=BJIgi_eCZ
Lukasz Kaiser · Aidan Gomez · Francois Chollet,Depthwise Separable Convolutions for Neural Machine Translation,https://openreview.net/forum?id=S1jBcueAb
Eric Martin · Christopher Cundy,Parallelizing Linear Recurrent Neural Nets Over Sequence Length,https://openreview.net/forum?id=HyUNwulC-
Rohan Anil · Gabriel   Pereyra · Alexandre Tachard Passos · Robert   Ormandi · George Dahl · Geoffrey E Hinton,Large scale distributed neural network training through online distillation,https://openreview.net/forum?id=rkr1UDeC-
Dongsoo Lee · Daehyun Ahn · Taesu Kim · Pierce I Chuang · Jae-Joon Kim,Viterbi-based Pruning for Sparse Matrix with Fixed and High Index Compression Ratio,https://openreview.net/forum?id=S1D8MPxA-
Caiming Xiong · richard   socher · Victor Zhong,DCN+: Mixed Objective And Deep Residual Coattention for Question Answering,https://openreview.net/forum?id=H1meywxRW
R. Srikant · Shiyu   Liang · Yixuan Li,Enhancing The Reliability of Out-of-distribution Image Detection in Neural Networks,https://openreview.net/forum?id=H1VGkIxRZ
Stanislaw Jastrzebski · Devansh Arpit · Nicolas Ballas · Vikas Verma · Tong Che · Yoshua Bengio,Residual Connections Encourage Iterative Inference,https://openreview.net/forum?id=SJa9iHgAZ
Xinyun Chen · Chang Liu · dawn song,Towards Synthesizing Complex Programs From Input-Output Examples,https://openreview.net/forum?id=Skp1ESxRZ
Samuel Smith · Pieter-Jan Kindermans · Chris Ying · Quoc V Le,"Don't Decay the Learning Rate, Increase the Batch Size",https://openreview.net/forum?id=B1Yy1BxCZ
Tianyi Zhou · Jeff   Bilmes,Minimax Curriculum Learning: Machine Teaching with Desirable   Difficulties and Scheduled Diversity,https://openreview.net/forum?id=BywyFQlAW
Gao Huang · Danlu Chen · Tianhong Li · Felix   Wu · Laurens van der Maaten · Kilian Q Weinberger,Multi-Scale Dense Networks for Resource Efficient Image Classification,https://openreview.net/forum?id=Hk2aImxAb
Romain Paulus · Caiming Xiong · richard   socher,A Deep Reinforced Model for Abstractive Summarization,https://openreview.net/forum?id=HkAClQgA-
Corentin Tallec · Yann   Ollivier,Unbiased Online Recurrent Optimization,https://openreview.net/forum?id=rJQDjk-0b
Jiaxin Shi · Shengyang Sun · Jun Zhu,Kernel Implicit Variational Inference,https://openreview.net/forum?id=r1l4eQW0Z
Tomas Angles · Stéphane   Mallat,Generative networks as inverse problems with Scattering transforms,https://openreview.net/forum?id=r1NYjfbR-
Carlos Riquelme · George Tucker · Jasper Snoek,Deep Bayesian Bandits Showdown:  An Empirical Comparison of Bayesian Deep Networks for Thompson Sampling,https://openreview.net/forum?id=SyYe6k-CW
Vivien Seguy · Bharath Bhushan Damodaran · Rémi Flamary · Nicolas   Courty · Antoine Rolet · Mathieu   Blondel,Large Scale Optimal Transport and Mapping Estimation,https://openreview.net/forum?id=B1zlp1bRW
Will Grathwohl · Dami Choi · Yuhuai Wu · Geoffrey Roeder · David Duvenaud,Backpropagation through the Void: Optimizing control variates for black-box gradient estimation,https://openreview.net/forum?id=SyzKd1bCW
Zhiming Zhou · Han   Cai · Shu Rong · Yuxuan   Song · Kan   Ren · Weinan Zhang · Jun Wang · Yong   Yu,Activation Maximization Generative Adversarial Nets,https://openreview.net/forum?id=HyyP33gAZ
Matthias Plappert · Rein   Houthooft · Prafulla   Dhariwal · Szymon   Sidor · Richard Chen · Xi   Chen · Tamim   Asfour · Pieter Abbeel · Marcin   Andrychowicz,Parameter Space Noise for Exploration,https://openreview.net/forum?id=ByBAl2eAZ
Ashish Bora · Eric Price · Alexandros Dimakis,AmbientGAN: Generative models from lossy measurements,https://openreview.net/forum?id=Hy7fDog0b
Hal   Daumé III · John   Langford · Paul   Mineiro · Amr Mohamed Nabil Aly Aly Sharaf,RESIDUAL LOSS PREDICTION: REINFORCEMENT LEARNING WITH NO INCREMENTAL FEEDBACK,https://openreview.net/forum?id=HJNMYceCW
cihang xie · Jianyu Wang · Zhishuai Zhang · Zhou Ren · Alan   Yuille,Mitigating Adversarial Effects Through Randomization,https://openreview.net/forum?id=Sk9yuql0Z
Yuhuai Wu · Mengye Ren · Renjie Liao · Roger Grosse,Understanding Short-Horizon Bias in Stochastic Meta-Optimization,https://openreview.net/forum?id=H1MczcgR-
Seong Joon Oh · Max Augustin · Mario Fritz · Bernt   Schiele,Towards Reverse-Engineering Black-Box Neural Networks,https://openreview.net/forum?id=BydjJte0-
Alexander Anderson · Cory P Berg,The High-Dimensional Geometry of Binary Neural Networks,https://openreview.net/forum?id=B1IDRdeCW
Pengchuan Zhang · Qiang   Liu · Dengyong Zhou · Tao   Xu · Xiaodong He,On the Discrimination-Generalization Tradeoff in GANs,https://openreview.net/forum?id=Hk9Xc_lR-
Ozsel Kilinc · Ismail Uysal,Learning Latent Representations in Neural Networks for Clustering through Pseudo Supervision and Graph-based Activity Regularization,https://openreview.net/forum?id=HkMvEOlAb
Thomas Unterthiner · Bernhard Nessler · Calvin Seward · Günter   Klambauer · Martin Heusel · Hubert   Ramsauer · Sepp   Hochreiter,Coulomb GANs: Provably Optimal Nash Equilibria via Potential Fields,https://openreview.net/forum?id=SkVqXOxCb
Sahil Sharma · Ashutosh Kumar Jha · Parikshit Hegde · Balaraman Ravindran,Learning to Multi-Task by Active Sampling,https://openreview.net/forum?id=B1nZ1weCZ
Yuji Tokozume · Yoshitaka Ushiku · Tatsuya Harada,Learning from Between-class Examples for Deep Sound Recognition,https://openreview.net/forum?id=B1Gi6LeRZ
Trapit Bansal · Jakub   Pachocki · Szymon   Sidor · Ilya Sutskever · Igor Mordatch,Emergent Complexity via Multi-Agent Competition,https://openreview.net/forum?id=Sy0GnUxCb
Lior Fox · Leshem Choshen · Yonatan Loewenstein,DORA The Explorer: Directed Outreaching Reinforcement Action-Selection,https://openreview.net/forum?id=ry1arUgCW
Carlos Esteves · Christine Allen-Blanchette · Xiaowei   Zhou · Kostas Daniilidis,Polar Transformer Networks,https://openreview.net/forum?id=HktRlUlAZ
Edward Choi · Angeliki Lazaridou · Nando d Freitas,Compositional Obverter Communication Learning from Raw Visual Input,https://openreview.net/forum?id=rknt2Be0-
Yi Zhou · Zimo Li · Shuangjiu   Xiao · Chong   He · Zeng   Huang · Hao Li,Auto-Conditioned Recurrent Networks for Extended Complex Human Motion Synthesis,https://openreview.net/forum?id=r11Q2SlRW
Wasi Ahmad · Kai-Wei Chang · Hongning   Wang,Multi-Task Learning for Document Ranking and Query Suggestion,https://openreview.net/forum?id=SJ1nzBeA-
Soroosh Khoram · Jing Li,Adaptive Quantization of Neural Networks,https://openreview.net/forum?id=SyOK1Sg0W
Haonan Yu · Haichao Zhang · Wei Xu,Interactive Grounded Language Acquisition and Generalization in a 2D World,https://openreview.net/forum?id=H1UOm4gA-
Elad Hazan · Adam   Klivans · Yang   Yuan,Hyperparameter optimization: a spectral approach,https://openreview.net/forum?id=H1zriGeCZ
Thorsten Joachims · Adith Swaminathan · Maarten de Rijke,Deep Learning with Logged Bandit Feedback,https://openreview.net/forum?id=SJaP_-xAb
Daniel Levy · Matthew D Hoffman · Jascha Sohl-Dickstein,Generalizing Hamiltonian Monte Carlo with Neural Networks,https://openreview.net/forum?id=B1n8LexRZ
Michael Tsang · Dehua Cheng · Yan   Liu,Detecting Statistical Interactions from Neural Network Weights,https://openreview.net/forum?id=ByOfBggRZ
Seyed Mohsen Moosavi Dezfooli · Alhussein   Fawzi · Omar   Fawzi · Pascal Frossard ·  ,Robustness of Classifiers to Universal Perturbations: A Geometric Perspective,https://openreview.net/forum?id=ByrZyglCb
Ke Zhai · Huan Wang,Adaptive Dropout with Rademacher Complexity Regularization,https://openreview.net/forum?id=S1uxsye0Z
Paulius   Micikevicius · SHARAN NARANG · Jonah   Alben · Gregory   Diamos · Erich K Elsen · David   Garcia · Boris Ginsburg · Michael   Houston · Oleksii Kuchaiev · Ganesh   Venkatesh · Hao   Wu,Mixed Precision Training,https://openreview.net/forum?id=r1gs9JgRZ
Uri Shaham · Kelly Stanton · Henry (Fangyi) Li · Ronen Basri · Boaz Nadler · Yuval   Kluger,SpectralNet: Spectral Clustering using Deep Neural Networks,https://openreview.net/forum?id=HJ_aoCyRZ
Guillaume Bellec · David Kappel · Wolfgang   Maass · Robert   Legenstein,Deep Rewiring: Training very sparse deep networks,https://openreview.net/forum?id=BJ_wN01C-
David Ha · Douglas Eck,A Neural Representation of Sketch Drawings,https://openreview.net/forum?id=Hy6GHpkCW
Rudy Bunel · Matthew Hausknecht · Jacob   Devlin · Rishabh Singh · Pushmeet   Kohli,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis,https://openreview.net/forum?id=H1Xw62kRZ
Jiaqi Mu · Pramod Viswanath,All-but-the-Top: Simple and Effective Postprocessing for Word Representations,https://openreview.net/forum?id=HkuGJ3kCb
Petar Veličković · Guillem Cucurull Preixens · Arantxa Casanova Paga · Adriana Romero · Pietro   Liò · Yoshua Bengio,Graph Attention Networks,https://openreview.net/forum?id=rJXMpikCZ
Marco Ancona · Enea Ceolini · Cengiz   Öztireli · Markus   Gross,Towards better understanding of gradient-based attribution methods for Deep Neural Networks,https://openreview.net/forum?id=Sy21R9JAW
Zohar Ringel · Rodrigo Andrade de Bem,Critical Percolation as a Framework to Analyze the Training of Deep Networks,https://openreview.net/forum?id=BJGWO9k0Z
Yan Zhang · Jonathon Hare · Adam Prugel-Bennett,Learning to Count Objects in Natural Images for Visual Question Answering,https://openreview.net/forum?id=B12Js_yRb
Johannes   Ballé · David Minnen · Saurabh   Singh · Sung Jin Hwang · Nick   Johnston,Variational image compression with a scale hyperprior,https://openreview.net/forum?id=rkcQFMZRb
Tingwu Wang · Renjie Liao · Jimmy Ba · Sanja Fidler,NerveNet: Learning Structured Policy with Graph Neural Networks,https://openreview.net/forum?id=S1sqHMZCb
Thomas Frerix · Thomas Möllenhoff · Michael   Moeller · Daniel   Cremers,Proximal Backpropagation,https://openreview.net/forum?id=ByeqORgAW
Or Sharir · Amnon Shashua,On the Expressive Power of Overlapping Architectures of Deep Learning,https://openreview.net/forum?id=HkNGsseC-
Daniel Soudry · Elad Hoffer · Mor Shpigel Nacson · Nathan Srebro,The Implicit Bias of Gradient Descent on Separable Data,https://openreview.net/forum?id=r1q7n9gAb
Bo Chang · Lili Meng · Eldad   Haber · Frederick Tung · David Begert,Multi-level Residual Networks from Dynamical Systems View,https://openreview.net/forum?id=SyJS-OgR-
Jiachen Yang · Xiaojing Ye · Rakshit Trivedi · huan   xu · Hongyuan Zha,Learning Deep Mean Field Games for Modeling Large Population Behavior,https://openreview.net/forum?id=HktK4BeCZ
Xu Chen · Jiang Wang · Hao   Ge,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN,https://openreview.net/forum?id=BJNRFNlRW
Dustin Tran · David   Blei,Implicit Causal Models for Genome-wide Association Studies,https://openreview.net/forum?id=SyELrEeAb
Aidan Gomez · Sicong(Sheldon) Huang · Ivan Zhang · Bryan M Li · Muhammad   Osama · Lukasz Kaiser,Unsupervised Cipher Cracking Using Discrete GANs,https://openreview.net/forum?id=BkeqO7x0-
Chris Donahue · Zachary Lipton · Akshay   Balsubramani · Julian   McAuley,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,https://openreview.net/forum?id=S1nQvfgA-
Brian Bullins · Cyril   Zhang · Yi   Zhang,Not-So-Random Features,https://openreview.net/forum?id=Hk8XMWgRb
Samuel Smith · Quoc V Le,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,https://openreview.net/forum?id=BJij4yg0Z
Youngjin Kim · Minjung Kim · Gunhee Kim,Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks,https://openreview.net/forum?id=rkO3uTkAZ
Romain Laroche · Raphaël Féraud,Reinforcement Learning Algorithm Selection,https://openreview.net/forum?id=SyoDInJ0-
Tim Salimans · Han Zhang · Alec   Radford · Dimitris   Metaxas,Improving GANs Using Optimal Transport,https://openreview.net/forum?id=rkQkBnJAb
Xingyu Liu · Jeff Pool · song   han · Bill Dally,Efficient Sparse-Winograd Convolutional Neural Networks,https://openreview.net/forum?id=HJzgZ3JCW
Glen Berseth · Cheng Xie · Paul Cernek · Michiel van de Panne,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,https://openreview.net/forum?id=B13njo1R-
Paulina Grnarova · Kfir Y Levy · Aurelien   Lucchi · Thomas   Hofmann · Andreas   Krause,An Online Learning Approach to Generative Adversarial Networks,https://openreview.net/forum?id=H1Yp-j1Cb
Fabrizio Pedersoli · George   Tzanetakis · Andrea Tagliasacchi,Espresso: Efficient Forward Propagation for Binary Deep Neural Networks,https://openreview.net/forum?id=Sk6fD5yCb
Nicolas   Courty · Rémi Flamary · Mélanie Ducoffe,Learning Wasserstein Embeddings,https://openreview.net/forum?id=SJyEH91A-
Po-Sen Huang · Chong Wang · Sitao Huang · Dengyong Zhou · Li Deng,Towards Neural Phrase-based Machine Translation,https://openreview.net/forum?id=HktJec1RZ
Meire Fortunato · Mohammad Gheshlaghi  Azar · Bilal Piot · Jacob   Menick · Matteo Hessel · Ian   Osband · Alex   Graves · Volodymyr   Mnih · Remi Munos · Demis   Hassabis · Olivier   Pietquin · Charles   Blundell · Shane Legg,Noisy Networks For Exploration,https://openreview.net/forum?id=rywHCPkAW
Alexandre Péré · Sébastien Forestier · Olivier Sigaud · Pierre-Yves Oudeyer,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,https://openreview.net/forum?id=S1DWPP1A-
